permit_number,permit_type,permit_type_definition,permit_creation_date,block,lot,filed_date,issued_date,approved_date,completed_date,status,status_date,street_number,street_name,street_suffix,zipcode,existing_use,proposed_use,existing_units,proposed_units,estimated_cost,revised_cost,adu,primary_address_flag,supervisor_district,neighborhoods_analysis_boundaries,record_id,data_as_of,location,point_source
202006158762,8,otc alterations permit,2020-06-15T00:00:00.000,1176,039,2020-06-15T11:23:08.000,2020-06-17T10:08:44.000,2020-06-17T10:08:44.000,2020-07-28T16:13:03.000,complete,2020-07-28T16:13:03.000,1963,Mcallister,St,94117.0,apartments,apartments,8.0,8.0,27960.0,28000.0,N,Y,2.0,Lone Mountain/USF,1591765445780,2025-08-07T23:55:01.000,POINT (-122.444343175 37.776747677),eas_address_point
202006158763,3,additions alterations or repairs,2020-06-15T00:00:00.000,4761,022,2020-06-15T11:29:50.000,2022-06-17T14:04:44.000,2022-06-17T14:04:44.000,2023-05-24T15:48:15.000,complete,2023-05-24T15:48:15.000,1335,Quesada,Av,94124.0,1 family dwelling,apartments,1.0,3.0,40000.0,40000.0,N,Y,10.0,Bayview Hunters Point,1591766174824,2025-08-07T23:55:01.000,POINT (-122.384840478 37.729288474),eas_address_point
202006158764,3,additions alterations or repairs,2020-06-15T00:00:00.000,4761,022,2020-06-15T11:32:51.000,,,,withdrawn,2023-05-23T09:04:02.000,1335,Quesada,Av,94124.0,1 family dwelling,apartments,1.0,3.0,8000.0,,N,Y,10.0,Bayview Hunters Point,1591767174824,2025-08-07T23:55:01.000,POINT (-122.384840478 37.729288474),eas_address_point
202006158766,8,otc alterations permit,2020-06-15T00:00:00.000,8711,226,2020-06-15T12:23:11.000,2020-08-20T12:47:31.000,2020-08-18T15:17:54.000,2020-10-16T11:45:04.000,complete,2020-10-16T11:45:04.000,1385,04th,St,94158.0,retail sales,retail sales,200.0,200.0,150000.0,185000.0,N,Y,6.0,Mission Bay,1591776507600,2025-08-07T23:55:01.000,POINT (-122.391061651 37.771109537),eas_address_point
202006158767,8,otc alterations permit,2020-06-15T00:00:00.000,0207,032,2020-06-15T12:45:04.000,2020-12-09T11:47:31.000,2020-12-09T11:47:31.000,,issued,2020-12-09T11:47:31.000,600,Montgomery,St,94111.0,office,office,,,1000.0,1000.0,N,Y,3.0,Chinatown,1591801296199,2025-08-07T23:55:01.000,POINT (-122.40273227 37.795156562),eas_address_point
202006158769,3,additions alterations or repairs,2020-06-15T00:00:00.000,3612,035,2020-06-15T13:16:48.000,2020-08-31T08:11:51.000,2020-08-25T12:35:24.000,2023-12-22T10:02:36.000,complete,2023-12-22T10:02:36.000,2441,Folsom,St,94110.0,2 family dwelling,2 family dwelling,2.0,2.0,200000.0,200000.0,N,Y,9.0,Mission,1591780162034,2025-08-07T23:55:01.000,POINT (-122.414270454 37.758220354),eas_address_point
202006158769,3,additions alterations or repairs,2020-06-15T00:00:00.000,3612,035,2020-06-15T13:16:48.000,2020-08-31T08:11:51.000,2020-08-25T12:35:24.000,2023-12-22T10:02:36.000,complete,2023-12-22T10:02:36.000,2443,Folsom,St,94110.0,2 family dwelling,2 family dwelling,2.0,2.0,200000.0,200000.0,N,,9.0,Mission,1591781512760,2025-08-07T23:55:01.000,POINT (-122.414271804 37.758218752),eas_address_point
M1210408,8,otc alterations permit,2020-06-13T00:00:00.000,0180,043,2020-06-13T10:00:34.000,2020-06-15T08:57:55.000,2020-06-15T08:57:55.000,,issued,2020-06-15T08:57:55.000,1342,Mason,St,94133.0,,,,,,1.0,N,Y,3.0,Chinatown,1591608232434,2025-08-07T23:55:01.000,POINT (-122.411426251 37.796090848),eas_address_point
202006158770,3,additions alterations or repairs,2020-06-15T00:00:00.000,3506,008,2020-06-15T13:42:34.000,2020-11-02T13:58:32.000,2020-11-01T11:43:49.000,,issued,2020-11-02T13:58:32.000,1500,Mission,St,94103.0,,office,,,1.0,1.0,N,Y,6.0,Mission,1591783510076,2025-08-07T23:55:01.000,POINT (-122.417493042 37.774221418),eas_address_point
202006158771,8,otc alterations permit,2020-06-15T00:00:00.000,2985,019,2020-06-15T13:52:59.000,2020-06-17T07:52:43.000,2020-06-17T07:52:43.000,2020-11-30T10:57:00.000,complete,2020-11-30T10:57:00.000,240,Juanita,Wy,94127.0,1 family dwelling,1 family dwelling,1.0,1.0,23000.0,23000.0,N,Y,7.0,West of Twin Peaks,1591785148899,2025-08-07T23:55:01.000,POINT (-122.456720266 37.740784665),eas_address_point
202006158773,8,otc alterations permit,2020-06-15T00:00:00.000,0513,002,2020-06-15T14:17:37.000,2020-06-17T08:13:53.000,2020-06-17T08:13:53.000,,issued,2020-06-17T08:13:53.000,3037,Pierce,St,94123.0,apartments,apartments,4.0,4.0,21100.0,22000.0,N,Y,2.0,Marina,1591789234769,2025-08-07T23:55:01.000,POINT (-122.439446495 37.798192813),eas_address_point
202006158774,8,otc alterations permit,2020-06-15T00:00:00.000,1500,014A,2020-06-15T14:21:37.000,2020-06-17T11:53:52.000,2020-06-17T11:53:51.000,2020-06-30T16:11:51.000,complete,2020-06-30T16:11:51.000,571,44th,Av,94121.0,1 family dwelling,1 family dwelling,1.0,1.0,3000.0,3000.0,N,Y,1.0,Outer Richmond,1591790101704,2025-08-07T23:55:01.000,POINT (-122.505324449 37.777773761),eas_address_point
202006158775,8,otc alterations permit,2020-06-15T00:00:00.000,0837,001,2020-06-15T14:25:23.000,2020-06-17T07:50:36.000,2020-06-17T07:50:36.000,,issued,2020-06-17T07:50:36.000,45,Franklin,St,94102.0,office,office,0.0,0.0,39500.0,40000.0,N,Y,5.0,Hayes Valley,1591791436464,2025-08-07T23:55:01.000,POINT (-122.421071194 37.774952008),eas_address_point
202006158776,8,otc alterations permit,2020-06-15T00:00:00.000,3740,027,2020-06-15T14:27:16.000,2020-08-25T08:27:28.000,2020-08-21T08:58:34.000,2021-03-30T14:25:12.000,complete,2021-03-30T14:25:12.000,150,Folsom,St,94105.0,retail sales,retail sales,,,29375.0,153740.0,N,Y,6.0,Financial District/South Beach,1591792511117,2025-08-07T23:55:01.000,POINT (-122.391710407 37.789687301),eas_address_point
202006158778,8,otc alterations permit,2020-06-15T00:00:00.000,2360,019,2020-06-15T14:35:09.000,2020-06-16T08:00:04.000,2020-06-16T08:00:03.000,2020-06-30T13:49:59.000,complete,2020-06-30T13:49:59.000,2150,Taraval,St,94116.0,retail sales,retail sales,0.0,0.0,30249.0,31000.0,N,Y,4.0,Sunset/Parkside,1591794132597,2025-08-07T23:55:01.000,POINT (-122.489374132 37.742695822),eas_address_point
202006158779,8,otc alterations permit,2020-06-15T00:00:00.000,0345,012B,2020-06-15T14:43:46.000,2020-06-17T07:57:26.000,2020-06-17T07:57:26.000,2020-08-20T12:02:19.000,complete,2020-08-20T12:02:19.000,371,Turk,St,94102.0,apartments,apartments,25.0,25.0,30000.0,38000.0,N,Y,5.0,Tenderloin,1591796234104,2025-08-07T23:55:01.000,POINT (-122.41510965 37.782426163),eas_address_point
202006158780,8,otc alterations permit,2020-06-15T00:00:00.000,1009,018,2020-06-15T14:45:53.000,2020-06-18T10:04:00.000,2020-06-18T10:04:00.000,2021-02-18T09:53:03.000,complete,2021-02-18T09:53:03.000,310,Laurel,St,94118.0,1 family dwelling,1 family dwelling,1.0,1.0,54337.0,55000.0,N,Y,2.0,Presidio Heights,159179786987,2025-08-07T23:55:01.000,POINT (-122.450094726 37.788276329),eas_address_point
202006158781,8,otc alterations permit,2020-06-15T00:00:00.000,3744,023,2020-06-15T14:48:48.000,2020-07-07T08:58:10.000,2020-07-07T08:58:10.000,2020-12-11T11:49:32.000,complete,2020-12-11T11:49:32.000,75,Folsom,St,94105.0,apartments,apartments,67.0,67.0,88542.0,90000.0,N,Y,6.0,Financial District/South Beach,1591798165722,2025-08-07T23:55:01.000,POINT (-122.390416111 37.790328563),eas_address_point
202006158783,8,otc alterations permit,2020-06-15T00:00:00.000,1149,029,2020-06-15T15:11:13.000,2020-10-21T13:58:06.000,2020-10-21T13:58:06.000,2023-06-22T14:42:25.000,complete,2023-06-22T14:42:25.000,350,Masonic,Av,94118.0,school,school,,,1.0,1.0,N,Y,2.0,Lone Mountain/USF,159180690603,2025-08-07T23:55:01.000,POINT (-122.446283053 37.778042471),eas_address_point
202006158786,8,otc alterations permit,2020-06-15T00:00:00.000,1454,021,2020-06-15T15:35:05.000,2020-06-23T10:07:00.000,2020-06-23T10:07:00.000,2020-08-24T15:50:19.000,complete,2020-08-24T15:50:19.000,5826,Geary,Bl,94121.0,apartments,apartments,7.0,7.0,15600.0,16000.0,N,Y,1.0,Outer Richmond,1591804100391,2025-08-07T23:55:01.000,POINT (-122.482031113 37.780526605),eas_address_point
202006158787,8,otc alterations permit,2020-06-15T00:00:00.000,1426,006,2020-06-15T15:36:07.000,2020-06-17T07:47:12.000,2020-06-17T07:47:12.000,2020-08-12T10:22:04.000,complete,2020-08-12T10:22:04.000,233,07th,Av,94118.0,2 family dwelling,2 family dwelling,2.0,2.0,15000.0,18000.0,N,Y,1.0,Inner Richmond,1591805475991,2025-08-07T23:55:01.000,POINT (-122.465909971 37.784110626),eas_address_point
202006158788,8,otc alterations permit,2020-06-15T00:00:00.000,7334,001,2020-06-15T15:42:52.000,2020-06-26T08:41:50.000,2020-06-26T08:41:49.000,,issued,2020-06-26T08:41:50.000,556,Arballo,Dr,94132.0,apartments,apartments,1.0,1.0,6000.0,12000.0,N,Y,7.0,Lakeshore,1591807279135,2025-08-07T23:55:01.000,POINT (-122.483970322 37.717294074),eas_address_point
202006158790,8,otc alterations permit,2020-06-15T00:00:00.000,6562,038,2020-06-15T15:55:39.000,2020-06-18T07:50:37.000,2020-06-18T07:50:37.000,2020-10-05T13:35:37.000,complete,2020-10-05T13:35:37.000,4220,Cesar Chavez,St,94131.0,apartments,apartments,36.0,36.0,30000.0,36000.0,N,Y,8.0,Noe Valley,1591808252051,2025-08-07T23:55:01.000,POINT (-122.434476434 37.747492032),eas_address_point
202006158791,8,otc alterations permit,2020-06-15T00:00:00.000,7334,001,2020-06-15T16:15:11.000,2020-06-26T08:48:42.000,2020-06-26T08:48:42.000,,issued,2020-06-26T08:48:42.000,512,Arballo,Dr,94132.0,apartments,apartments,2.0,2.0,6000.0,12000.0,N,Y,7.0,Lakeshore,1591809279161,2025-08-07T23:55:01.000,POINT (-122.483774521 37.717882321),eas_address_point
202006158792,8,otc alterations permit,2020-06-15T00:00:00.000,2890,001,2020-06-15T16:30:48.000,2020-06-24T08:34:17.000,2020-06-24T08:34:16.000,,cancelled,2021-03-16T15:10:40.000,150,Woodside,Av,94127.0,1 family dwelling,1 family dwelling,1.0,1.0,18000.0,18000.0,N,Y,7.0,West of Twin Peaks,1591810146618,2025-08-07T23:55:01.000,POINT (-122.456107763 37.74632307),eas_address_point
202006158793,8,otc alterations permit,2020-06-15T00:00:00.000,2506,007A,2020-06-15T16:33:23.000,2020-06-18T14:04:44.000,2020-06-18T14:04:44.000,2020-11-04T14:13:57.000,complete,2020-11-04T14:13:57.000,2747,37th,Av,94116.0,1 family dwelling,1 family dwelling,1.0,1.0,20000.0,20000.0,N,Y,4.0,Sunset/Parkside,1591811138125,2025-08-07T23:55:01.000,POINT (-122.494855669 37.73568693),eas_address_point
M1210467,8,otc alterations permit,2020-06-15T00:00:00.000,3160,005,2020-06-15T08:22:53.000,2020-06-16T12:45:32.000,2020-06-16T12:45:32.000,,issued,2020-06-16T12:45:32.000,201,Phelan,Av,94112.0,,,,,,1.0,N,Y,7.0,West of Twin Peaks,1591737154122,2025-08-07T23:55:01.000,POINT (-122.45267671 37.728622547),eas_address_point
202006148725,8,otc alterations permit,2020-06-14T00:00:00.000,1555,034,2020-06-14T11:47:01.000,2020-08-26T14:07:35.000,2020-08-26T14:07:35.000,,issued,2020-08-26T14:07:35.000,568,Funston,Av,94118.0,1 family dwelling,1 family dwelling,1.0,1.0,20739.0,33748.0,N,Y,1.0,Inner Richmond,1591700104210,2025-08-07T23:55:01.000,POINT (-122.471221478 37.777567559),eas_address_point
202006148726,8,otc alterations permit,2020-06-14T00:00:00.000,3984,005,2020-06-14T14:26:21.000,2020-06-18T08:40:53.000,2020-06-18T08:40:53.000,2020-07-06T13:55:09.000,complete,2020-07-06T13:55:09.000,158,Missouri,St,94107.0,2 family dwelling,2 family dwelling,2.0,2.0,1400.0,1600.0,N,Y,10.0,Potrero Hill,1591714168354,2025-08-07T23:55:01.000,POINT (-122.397004559 37.764334312),eas_address_point
202006148727,8,otc alterations permit,2020-06-14T00:00:00.000,0550,017,2020-06-14T14:31:28.000,2020-06-22T08:23:35.000,2020-06-22T08:23:34.000,,issued,2020-06-22T08:23:35.000,1562,Vallejo,St,94109.0,apartments,apartments,10.0,10.0,24860.0,25000.0,N,Y,3.0,Russian Hill,159171573985,2025-08-07T23:55:01.000,POINT (-122.423068451 37.797021423),eas_address_point
202006148728,8,otc alterations permit,2020-06-14T00:00:00.000,7069,047,2020-06-14T14:37:44.000,2020-06-16T09:05:00.000,2020-06-16T09:05:00.000,2020-08-27T11:51:48.000,complete,2020-08-27T11:51:48.000,225,Montana,St,94112.0,1 family dwelling,1 family dwelling,1.0,1.0,1590.0,1600.0,N,Y,11.0,Oceanview/Merced/Ingleside,1591717220222,2025-08-07T23:55:01.000,POINT (-122.460003251 37.716312651),eas_address_point
202006148729,8,otc alterations permit,2020-06-14T00:00:00.000,0565,007,2020-06-14T14:43:08.000,2020-06-18T08:48:34.000,2020-06-18T08:48:34.000,2020-08-28T08:34:06.000,complete,2020-08-28T08:34:06.000,2102,Broadway,,94123.0,2 family dwelling,2 family dwelling,2.0,2.0,9700.0,12000.0,N,Y,2.0,Pacific Heights,159171874557,2025-08-07T23:55:01.000,POINT (-122.432043655 37.794945096),eas_address_point
202006148730,8,otc alterations permit,2020-06-14T00:00:00.000,1039,039,2020-06-14T14:47:51.000,2020-06-16T09:33:37.000,2020-06-16T09:33:37.000,,issued,2020-06-16T09:33:37.000,14,Palm,Av,94118.0,2 family dwelling,2 family dwelling,2.0,2.0,10000.0,12000.0,N,Y,2.0,Presidio Heights,159171987916,2025-08-07T23:55:01.000,POINT (-122.457735096 37.785511699),eas_address_point
202006148731,8,otc alterations permit,2020-06-14T00:00:00.000,0157,009,2020-06-14T15:07:23.000,2020-06-29T08:30:37.000,2020-06-29T08:30:37.000,2020-07-09T14:04:24.000,complete,2020-07-09T14:04:24.000,1124,Pacific,Av,94133.0,apartments,apartments,3.0,3.0,1.0,12000.0,N,,3.0,Nob Hill,1591721350084,2025-08-07T23:55:01.000,POINT (-122.413852611 37.796173228),eas_address_point
202006148731,8,otc alterations permit,2020-06-14T00:00:00.000,0157,009,2020-06-14T15:07:23.000,2020-06-29T08:30:37.000,2020-06-29T08:30:37.000,2020-07-09T14:04:24.000,complete,2020-07-09T14:04:24.000,1120,Pacific,Av,94133.0,apartments,apartments,3.0,3.0,1.0,12000.0,N,Y,3.0,Nob Hill,159172061031,2025-08-07T23:55:01.000,POINT (-122.413852611 37.796173228),eas_address_point
202006148733,8,otc alterations permit,2020-06-14T00:00:00.000,0657,008,2020-06-14T15:26:38.000,2020-06-16T09:24:57.000,2020-06-16T09:24:57.000,2020-06-19T10:07:37.000,complete,2020-06-19T10:07:37.000,2436,Bush,St,94115.0,apartments,apartments,4.0,4.0,15000.0,15000.0,N,Y,5.0,Pacific Heights,159172378007,2025-08-07T23:55:01.000,POINT (-122.437437455 37.786799673),eas_address_point
202006148734,8,otc alterations permit,2020-06-14T00:00:00.000,5675,008,2020-06-14T15:36:39.000,2020-06-16T09:11:44.000,2020-06-16T09:11:44.000,,issued,2020-06-16T09:11:44.000,138,Cortland,Av,94110.0,1 family dwelling,1 family dwelling,1.0,1.0,9800.0,12000.0,N,Y,9.0,Bernal Heights,1591724186624,2025-08-07T23:55:01.000,POINT (-122.420359563 37.739823923),eas_address_point
202006148735,8,otc alterations permit,2020-06-14T00:00:00.000,4787,009B,2020-06-14T15:40:35.000,2020-06-22T09:15:42.000,2020-06-22T09:15:42.000,,issued,2020-06-22T09:15:42.000,1258,Shafter,Av,94124.0,1 family dwelling,1 family dwelling,1.0,1.0,3000.0,3500.0,N,Y,10.0,Bayview Hunters Point,1591725174945,2025-08-07T23:55:01.000,POINT (-122.384174918 37.727628045),eas_address_point
202006138673,8,otc alterations permit,2020-06-13T00:00:00.000,3534,180,2020-06-13T07:07:32.000,2020-10-26T15:15:25.000,2020-08-26T11:15:27.000,,issued,2020-10-26T15:15:25.000,41,Rosemont,Pl,94103.0,apartments,apartments,3.0,3.0,100.0,4400.0,N,Y,8.0,Mission,1591572513398,2025-08-07T23:55:01.000,POINT (-122.425486519 37.768584786),eas_address_point
202006138674,6,demolitions,2020-06-13T00:00:00.000,8901,002,2020-06-13T07:15:37.000,2020-09-16T10:47:11.000,2020-08-08T07:20:43.000,2021-01-28T10:47:13.000,complete,2021-01-28T10:47:13.000,1,Avenue Of The Palms,,94130.0,food/beverage hndlng,,,,15000.0,15000.0,N,Y,6.0,Treasure Island,1591573508820,2025-08-07T23:55:01.000,POINT (-122.37110641 37.81705737),parcel_centroid
202006138675,6,demolitions,2020-06-13T00:00:00.000,8901,002,2020-06-13T07:43:52.000,2020-09-16T10:48:00.000,2020-08-08T07:25:25.000,2021-01-28T10:41:43.000,complete,2021-01-28T10:41:43.000,1,Avenue Of The Palms,,94130.0,storage shed,,,,3000.0,3000.0,N,Y,6.0,Treasure Island,1591577508820,2025-08-07T23:55:01.000,POINT (-122.37110641 37.81705737),parcel_centroid
202006138676,6,demolitions,2020-06-13T00:00:00.000,8901,002,2020-06-13T07:43:52.000,2020-09-16T10:48:43.000,2020-08-10T07:43:54.000,2021-01-28T10:32:02.000,complete,2021-01-28T10:32:02.000,1,Avenue Of The Palms,,94130.0,storage shed,,,,5000.0,5000.0,N,Y,6.0,Treasure Island,1591578508820,2025-08-07T23:55:01.000,POINT (-122.37110641 37.81705737),parcel_centroid
202006138677,6,demolitions,2020-06-13T00:00:00.000,8901,002,2020-06-13T07:43:52.000,2020-09-16T10:49:39.000,2020-08-08T08:19:30.000,2021-01-28T10:33:45.000,complete,2021-01-28T10:33:45.000,1,Avenue Of The Palms,,94130.0,storage shed,,,,3000.0,3000.0,N,Y,6.0,Treasure Island,1591583508820,2025-08-07T23:55:01.000,POINT (-122.37110641 37.81705737),parcel_centroid
202006138678,6,demolitions,2020-06-13T00:00:00.000,8901,002,2020-06-13T07:43:52.000,2020-09-16T10:50:13.000,2020-08-08T08:26:21.000,2021-01-28T10:35:50.000,complete,2021-01-28T10:35:50.000,1,Avenue Of The Palms,,94130.0,storage shed,,,,3000.0,3000.0,N,Y,6.0,Treasure Island,1591584508820,2025-08-07T23:55:01.000,POINT (-122.37110641 37.81705737),parcel_centroid
202006138679,6,demolitions,2020-06-13T00:00:00.000,8901,002,2020-06-13T07:43:53.000,2020-09-16T10:50:46.000,2020-08-10T08:20:52.000,2021-01-28T10:36:14.000,complete,2021-01-28T10:36:14.000,1,Avenue Of The Palms,,94130.0,storage shed,,,,3000.0,3000.0,N,Y,6.0,Treasure Island,1591585508820,2025-08-07T23:55:01.000,POINT (-122.37110641 37.81705737),parcel_centroid
202006138680,6,demolitions,2020-06-13T00:00:00.000,8901,002,2020-06-13T07:43:53.000,2020-09-16T10:51:15.000,2020-08-08T09:05:17.000,2021-01-28T10:42:54.000,complete,2021-01-28T10:42:54.000,1,Avenue Of The Palms,,94130.0,storage shed,,,,4000.0,4000.0,N,Y,6.0,Treasure Island,1591579508820,2025-08-07T23:55:01.000,POINT (-122.37110641 37.81705737),parcel_centroid
202006138681,6,demolitions,2020-06-13T00:00:00.000,8901,002,2020-06-13T07:43:53.000,2020-09-16T10:51:45.000,2020-08-08T09:07:59.000,2021-01-28T10:39:19.000,complete,2021-01-28T10:39:19.000,1,Avenue Of The Palms,,94130.0,storage shed,,,,4000.0,4000.0,N,Y,6.0,Treasure Island,1591580508820,2025-08-07T23:55:01.000,POINT (-122.37110641 37.81705737),parcel_centroid
202006138682,6,demolitions,2020-06-13T00:00:00.000,8901,002,2020-06-13T07:43:53.000,2020-09-16T10:52:23.000,2020-08-10T08:24:44.000,2021-01-28T10:37:38.000,complete,2021-01-28T10:37:38.000,1,Avenue Of The Palms,,94130.0,"warehouse,no frnitur",,,,6000.0,6000.0,N,Y,6.0,Treasure Island,1591604508820,2025-08-07T23:55:01.000,POINT (-122.37110641 37.81705737),parcel_centroid
202006138683,6,demolitions,2020-06-13T00:00:00.000,8901,002,2020-06-13T07:43:53.000,2020-09-16T10:52:52.000,2020-08-08T09:10:03.000,2021-01-28T10:38:18.000,complete,2021-01-28T10:38:18.000,1,Avenue Of The Palms,,94130.0,storage shed,,,,3000.0,3000.0,N,Y,6.0,Treasure Island,1591582508820,2025-08-07T23:55:01.000,POINT (-122.37110641 37.81705737),parcel_centroid
202006138684,3,additions alterations or repairs,2020-06-13T00:00:00.000,3725,090,2020-06-13T07:55:58.000,2020-09-03T07:56:04.000,2020-09-01T11:02:44.000,2022-09-29T14:58:32.000,complete,2022-09-29T14:58:32.000,434,Minna,St,94103.0,,apartments,,302.0,20000.0,20000.0,N,,6.0,South of Market,1591575515738,2025-08-07T23:55:01.000,POINT (-122.407044613 37.781800736),eas_address_point
202006138684,3,additions alterations or repairs,2020-06-13T00:00:00.000,3725,089,2020-06-13T07:55:58.000,2020-09-03T07:56:04.000,2020-09-01T11:02:44.000,2022-09-29T14:58:32.000,complete,2022-09-29T14:58:32.000,434,Minna,St,94103.0,,apartments,,302.0,20000.0,20000.0,N,Y,6.0,South of Market,1591574515971,2025-08-07T23:55:01.000,POINT (-122.407044613 37.781800736),eas_address_point
202006138684,3,additions alterations or repairs,2020-06-13T00:00:00.000,3725,091,2020-06-13T07:55:58.000,2020-09-03T07:56:04.000,2020-09-01T11:02:44.000,2022-09-29T14:58:32.000,complete,2022-09-29T14:58:32.000,434,Minna,St,94103.0,,apartments,,302.0,20000.0,20000.0,N,,6.0,South of Market,1591576515972,2025-08-07T23:55:01.000,POINT (-122.407044613 37.781800736),eas_address_point
202006138686,8,otc alterations permit,2020-06-13T00:00:00.000,7215,002A,2020-06-13T08:31:56.000,2020-06-18T08:55:56.000,2020-06-18T08:55:56.000,2020-08-24T14:01:45.000,complete,2020-08-24T14:01:45.000,35,Melba,Av,94132.0,1 family dwelling,1 family dwelling,1.0,1.0,25600.0,26000.0,N,Y,4.0,Sunset/Parkside,1591587224360,2025-08-07T23:55:01.000,POINT (-122.478581727 37.732050384),eas_address_point
202006138687,8,otc alterations permit,2020-06-13T00:00:00.000,0542,043,2020-06-13T08:41:08.000,2020-06-17T09:25:32.000,2020-06-17T09:25:32.000,2020-07-28T10:32:03.000,complete,2020-07-28T10:32:03.000,1944,Green,St,94123.0,apartments,apartments,3.0,3.0,48000.0,48000.0,N,Y,2.0,Marina,1591588502802,2025-08-07T23:55:01.000,POINT (-122.431189842 37.79699385),eas_address_point
M1210409,8,otc alterations permit,2020-06-13T00:00:00.000,0184,021,2020-06-13T10:05:00.000,,,,filed,2020-06-13T10:05:00.000,1500,Hyde,St,94109.0,,,,,,1.0,N,Y,3.0,Russian Hill,159161061883,2025-08-07T23:55:01.000,POINT (-122.418005598 37.794737111),eas_address_point
202006138688,8,otc alterations permit,2020-06-13T00:00:00.000,2746,034,2020-06-13T08:45:05.000,2020-06-16T09:28:08.000,2020-06-16T09:28:08.000,2020-08-12T09:53:50.000,complete,2020-08-12T09:53:50.000,25,Glendale,St,94114.0,apartments,apartments,11.0,11.0,24000.0,36000.0,N,Y,8.0,Twin Peaks,1591589246013,2025-08-07T23:55:01.000,POINT (-122.442422862 37.756270457),eas_address_point
202006138689,8,otc alterations permit,2020-06-13T00:00:00.000,1225,066,2020-06-13T08:49:04.000,2020-06-23T09:59:20.000,2020-06-23T09:59:20.000,2020-11-24T13:04:15.000,complete,2020-11-24T13:04:15.000,1792,Page,St,94117.0,2 family dwelling,2 family dwelling,2.0,2.0,7500.0,8000.0,N,Y,5.0,Haight Ashbury,1591590508088,2025-08-07T23:55:01.000,POINT (-122.45018391 37.770696351),eas_address_point
202006138690,8,otc alterations permit,2020-06-13T00:00:00.000,2355,008A,2020-06-13T08:53:20.000,2020-06-17T08:04:16.000,2020-06-17T08:04:16.000,2020-07-06T11:42:41.000,complete,2020-07-06T11:42:41.000,2395,26th,Av,94116.0,apartments,apartments,13.0,13.0,78500.0,79000.0,N,Y,4.0,Sunset/Parkside,1591594132347,2025-08-07T23:55:01.000,POINT (-122.483403697 37.742922212),eas_address_point
202006138691,8,otc alterations permit,2020-06-13T00:00:00.000,0984,017,2020-06-13T09:10:29.000,2020-06-16T09:28:44.000,2020-06-16T09:28:44.000,2020-11-24T10:12:56.000,complete,2020-11-24T10:12:56.000,3281,Jackson,St,94118.0,1 family dwelling,1 family dwelling,1.0,1.0,25000.0,25000.0,N,Y,2.0,Presidio Heights,159159286071,2025-08-07T23:55:01.000,POINT (-122.448687493 37.79039762),eas_address_point
202006138692,8,otc alterations permit,2020-06-13T00:00:00.000,1149,029,2020-06-13T09:12:18.000,2020-07-22T08:14:51.000,2020-07-20T08:16:30.000,2020-08-18T12:48:51.000,complete,2020-08-18T12:48:51.000,350,Masonic,Av,94118.0,,school,,,1.0,1.0,N,Y,2.0,Lone Mountain/USF,159159390603,2025-08-07T23:55:01.000,POINT (-122.446283053 37.778042471),eas_address_point
202006138693,8,otc alterations permit,2020-06-13T00:00:00.000,0321,038,2020-06-13T09:12:41.000,2020-08-22T08:13:28.000,2020-08-18T14:11:18.000,2022-07-13T07:46:01.000,complete,2022-07-13T07:46:01.000,725,Ofarrell,St,94109.0,apartments,apartments,31.0,31.0,31475.0,59700.0,N,Y,5.0,Tenderloin,1591596233891,2025-08-07T23:55:01.000,POINT (-122.416745455 37.785188825),eas_address_point
